Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
3699,Necklace with a lion and coins (C22 / LAT / 12AU),<p>Necklace with a lion and Greek coins</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Necklace with a lion and coins (C22 / LAT / 12AU),,,,,5904238840481,0.0,,100,deny,manual,43.62,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3699/53159-Naszyjnik-z-lwem-i-monetkami-C22LAT12AU-3699-C22/LAT/12AU.jpg,1,Necklace with a lion and coins (C22 / LAT / 12AU),FALSE,Necklace with a lion and coins (C22 / LAT / 12AU),Necklace with a lion and Greek coins,,Woman,Adult,,Woman,Necklace with a lion and coins (C22 / LAT / 12AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3699/53159-Naszyjnik-z-lwem-i-monetkami-C22LAT12AU-3699-C22/LAT/12AU.jpg,g,,,,,active
3699,Necklace with a lion and coins (C22 / LAT / 12AU),<p>Necklace with a lion and Greek coins</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Necklace with a lion and coins (C22 / LAT / 12AU),,,,,5904238840481,0.0,,100,deny,manual,43.62,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3699/62085-Naszyjnik-z-lwem-i-monetkami-C22LAT12AU-3699-C22/LAT/12AU.jpg,2,Necklace with a lion and coins (C22 / LAT / 12AU),FALSE,Necklace with a lion and coins (C22 / LAT / 12AU),Necklace with a lion and Greek coins,,Woman,Adult,,Woman,Necklace with a lion and coins (C22 / LAT / 12AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3699/53159-Naszyjnik-z-lwem-i-monetkami-C22LAT12AU-3699-C22/LAT/12AU.jpg,g,,,,,active
3659,Bracelet with pearls (B22 / ADA / 06AU),<p>Double bracelet made of a chain and pearls</p>,Colibra,Apparel & Accessories > Jewelry > Bracelets,Bracelets,Bracelets,TRUE,Title,Bracelet with pearls (B22 / ADA / 06AU),,,,,5904238840122,0.0,,100,deny,manual,23.03,,TRUE,TRUE,,,1,Bracelet with pearls (B22 / ADA / 06AU),FALSE,Bracelet with pearls (B22 / ADA / 06AU),Double bracelet made of a chain and pearls,,Woman,Adult,,Woman,Bracelet with pearls (B22 / ADA / 06AU),new,,,,,,,,g,,,,,active
3733,Black onyx necklace (C22 / WIO / 47AU),<p>Black onyx necklace with a large stone</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Black onyx necklace (C22 / WIO / 47AU),,,,,5900601312050,0.0,,100,deny,manual,38.72,,TRUE,TRUE,,,1,Black onyx necklace (C22 / WIO / 47AU),FALSE,Black onyx necklace (C22 / WIO / 47AU),Black onyx necklace with a large stone,,Woman,Adult,,Woman,Black onyx necklace (C22 / WIO / 47AU),new,,,,,,,,g,,,,,active
3777,Chain necklace (C22/MEN/24AU),<p>Men&#39;s necklace 50 cm long. Gold-plated chain without pendants.</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Chain necklace (C22/MEN/24AU),,,,,5904238841068,0.0,,100,deny,manual,19.64,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3777/59184-Naszyjnik-lancuch-C22MEN24AU-3777-C22/MEN/24AU.jpg,1,Chain necklace (C22/MEN/24AU),FALSE,Chain necklace (C22/MEN/24AU),Men&#39;s necklace 50 cm long. Gold-plated chain without pendants.,,Man,Adult,,Man,Chain necklace (C22/MEN/24AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3777/59184-Naszyjnik-lancuch-C22MEN24AU-3777-C22/MEN/24AU.jpg,g,,,,,active
3777,Chain necklace (C22/MEN/24AU),<p>Men&#39;s necklace 50 cm long. Gold-plated chain without pendants.</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Chain necklace (C22/MEN/24AU),,,,,5904238841068,0.0,,100,deny,manual,19.64,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3777/59185-Naszyjnik-lancuch-C22MEN24AU-3777-C22/MEN/24AU.jpg,2,Chain necklace (C22/MEN/24AU),FALSE,Chain necklace (C22/MEN/24AU),Men&#39;s necklace 50 cm long. Gold-plated chain without pendants.,,Man,Adult,,Man,Chain necklace (C22/MEN/24AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3777/59184-Naszyjnik-lancuch-C22MEN24AU-3777-C22/MEN/24AU.jpg,g,,,,,active
3777,Chain necklace (C22/MEN/24AU),<p>Men&#39;s necklace 50 cm long. Gold-plated chain without pendants.</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Chain necklace (C22/MEN/24AU),,,,,5904238841068,0.0,,100,deny,manual,19.64,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3777/65487-Naszyjnik-lancuch-C22MEN24AU-3777-C22/MEN/24AU.jpg,4,Chain necklace (C22/MEN/24AU),FALSE,Chain necklace (C22/MEN/24AU),Men&#39;s necklace 50 cm long. Gold-plated chain without pendants.,,Man,Adult,,Man,Chain necklace (C22/MEN/24AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3777/59184-Naszyjnik-lancuch-C22MEN24AU-3777-C22/MEN/24AU.jpg,g,,,,,active
3672,Red choker necklace with heart (C22 / WIO / 81AU),<p>Necklace on a leather strap with an enameled squat heart. The length of the necklace is 36 cm with a 10 cm extension.</p>,Colibra,Apparel & Accessories > Jewelry > Body Jewelry,Chokers,Chokers,TRUE,Title,Red choker necklace with heart (C22 / WIO / 81AU),,,,,5904238840283,0.0,,100,deny,manual,28.92,,TRUE,TRUE,,,1,Red choker necklace with heart (C22 / WIO / 81AU),FALSE,Red choker necklace with heart (C22 / WIO / 81AU),Necklace on a leather strap with an enameled squat heart. The length of the necklace is 36 cm with a 10 cm extension.,,Woman,Adult,,Woman,Red choker necklace with heart (C22 / WIO / 81AU),new,,,,,,,,g,,,,,active
2390,Bracelet with round buckle (LV / 15 / TGU / 66 / 1AG),"<p>The latest collection! Leather bracelet with a hand-made round silver-plated buckle. Hindu goddess Kali theme. The minimum length of the bracelet is 18cm, maximum 20cm, width 3.3cm, diameter of the buckle is about 4.5cm</p>",Colibra,Apparel & Accessories > Jewelry > Bracelets,Leather bracelets,Leather bracelets,TRUE,Title,Bracelet with round buckle (LV / 15 / TGU / 66 / 1AG),,,,,5900601293830,0.0,,100,deny,manual,41.17,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/2390/69705-Bransoleta-z-okragla-klamra-LV15TGU661AG-2390-LV/15/TGU/66/1AG.jpg,1,Bracelet with round buckle (LV / 15 / TGU / 66 / 1AG),FALSE,Bracelet with round buckle (LV / 15 / TGU / 66 / 1AG),"The latest collection! Leather bracelet with a hand-made round silver-plated buckle. Hindu goddess Kali theme. The minimum length of the bracelet is 18cm, maximum 20cm, width 3.3cm, diameter of the buckle is about 4.5cm",,Woman,Adult,,Woman,Bracelet with round buckle (LV / 15 / TGU / 66 / 1AG),new,,,,,,,https://drop.seltu.pl/images/colibra/2390/69705-Bransoleta-z-okragla-klamra-LV15TGU661AG-2390-LV/15/TGU/66/1AG.jpg,g,,,,,active
1767,"Thick earrings, dangling crosses (P15 / ROZ / 26AU)",<p>Earrings are a great gift idea and the perfect complement to any styling. Hanging cross earrings measuring 6.7cm x 3.2cm. Gold-plated earrings.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,"Thick earrings, dangling crosses (P15 / ROZ / 26AU)",,,,,5900601287761,16.0,,100,deny,manual,17.65,,TRUE,TRUE,,,1,"Thick earrings, dangling crosses (P15 / ROZ / 26AU)",FALSE,"Thick earrings, dangling crosses (P15 / ROZ / 26AU)",Earrings are a great gift idea and the perfect complement to any styling. Hanging cross earrings measuring 6.7cm x 3.2cm. Gold-plated earrings.,,Woman,Adult,,Woman,"Thick earrings, dangling crosses (P15 / ROZ / 26AU)",new,,,,,,,,g,,,,,active
3679,Red heart earrings (P22 / WIO / 81AU),<p>Heart-shaped earrings enameled in red. The length of the earring is 3.5 cm</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Red heart earrings (P22 / WIO / 81AU),,,,,5904238840351,0.0,,100,deny,manual,21.57,,TRUE,TRUE,,,1,Red heart earrings (P22 / WIO / 81AU),FALSE,Red heart earrings (P22 / WIO / 81AU),Heart-shaped earrings enameled in red. The length of the earring is 3.5 cm,,Woman,Adult,,Woman,Red heart earrings (P22 / WIO / 81AU),new,,,,,,,,g,,,,,active
3533,Chain with three hearts (C15 / TGU / 81AU),"<p>The perfect necklace for a gift for a loved one. Chain with three round hearts, 44 cm long.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Chain with three hearts (C15 / TGU / 81AU),,,,,5900601286528,60.0,,100,deny,manual,30.39,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3533/61754-Lancuch-z-trzema-serduszkami-C15TGU81AU-3533-C15/TGU/81AU.jpg,1,Chain with three hearts (C15 / TGU / 81AU),FALSE,Chain with three hearts (C15 / TGU / 81AU),"The perfect necklace for a gift for a loved one. Chain with three round hearts, 44 cm long.",,Woman,Adult,,Woman,Chain with three hearts (C15 / TGU / 81AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3533/61754-Lancuch-z-trzema-serduszkami-C15TGU81AU-3533-C15/TGU/81AU.jpg,g,,,,,active
3669,Preciosa stones earrings (P22/PSW/05AU),<p>Earrings with stones in a turquoise shade with a length of 8.5 ccm and</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Preciosa stones earrings (P22/PSW/05AU),,,,,5904238840337,0.0,,100,deny,manual,22.55,,TRUE,TRUE,,,1,Preciosa stones earrings (P22/PSW/05AU),FALSE,Preciosa stones earrings (P22/PSW/05AU),Earrings with stones in a turquoise shade with a length of 8.5 ccm and,,Woman,Adult,,Woman,Preciosa stones earrings (P22/PSW/05AU),new,,,,,,,,g,,,,,active
3615,White leather bracelet (B22/wio/09AU),"<p>White leather bracelet with enamelled elements. Length 18 cm, width 1.5 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Bracelets,Leather bracelets,Leather bracelets,TRUE,Title,White leather bracelet (B22/wio/09AU),,,,,5900601310735,0.0,,100,deny,manual,33.82,,TRUE,TRUE,,,1,White leather bracelet (B22/wio/09AU),FALSE,White leather bracelet (B22/wio/09AU),"White leather bracelet with enamelled elements. Length 18 cm, width 1.5 cm.",,Woman,Adult,,Woman,White leather bracelet (B22/wio/09AU),new,,,,,,,,g,,,,,active
3705,Enamel bow earrings (P22 / WIO / 30AU),<p>Bow stud earrings with enamel</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Enamel bow earrings (P22 / WIO / 30AU),,,,,5900601311541,0.0,,100,deny,manual,13.23,,TRUE,TRUE,,,1,Enamel bow earrings (P22 / WIO / 30AU),FALSE,Enamel bow earrings (P22 / WIO / 30AU),Bow stud earrings with enamel,,Woman,Adult,,Woman,Enamel bow earrings (P22 / WIO / 30AU),new,,,,,,,,g,,,,,active
1989,Belt 105cm round buckle tiger (LV21 / WIO / 56AU),"<p>The latest collection! Leather belt with a handcrafted gold-plated round buckle with an image of a tiger. Length 115 cm, width 3.3 cm. Buckle 5.5 cm in diameter, 0.3 cm thick.</p>",Colibra,Apparel & Accessories > Clothing Accessories > Belts,Belts,Belts,TRUE,Title,Belt 105cm round buckle tiger (LV21 / WIO / 56AU),,,,,5900601290211,0.0,,100,deny,manual,46.56,,TRUE,TRUE,,,1,Belt 105cm round buckle tiger (LV21 / WIO / 56AU),FALSE,Belt 105cm round buckle tiger (LV21 / WIO / 56AU),"The latest collection! Leather belt with a handcrafted gold-plated round buckle with an image of a tiger. Length 115 cm, width 3.3 cm. Buckle 5.5 cm in diameter, 0.3 cm thick.",,Woman,Adult,,Woman,Belt 105cm round buckle tiger (LV21 / WIO / 56AU),new,,,,,,,,g,,,,,active
3351,Earrings with brown stones (P15 / ROZ / 67AU),<p>Earrings with brown stones and a cross. Gold-plated earrings. The perfect complement to any styling.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Earrings with brown stones (P15 / ROZ / 67AU),,,,,5900601306318,0.0,,100,deny,manual,21.08,,TRUE,TRUE,,,1,Earrings with brown stones (P15 / ROZ / 67AU),FALSE,Earrings with brown stones (P15 / ROZ / 67AU),Earrings with brown stones and a cross. Gold-plated earrings. The perfect complement to any styling.,,Woman,Adult,,Woman,Earrings with brown stones (P15 / ROZ / 67AU),new,,,,,,,,g,,,,,active
3907,Chain necklace with crystal (C22 / JES / 130AU),<p>Chain necklace with a medium crystal with a Greek road</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Chain necklace with crystal (C22 / JES / 130AU),,,,,5904238842584,0.0,,100,deny,manual,24.51,,TRUE,TRUE,,,1,Chain necklace with crystal (C22 / JES / 130AU),FALSE,Chain necklace with crystal (C22 / JES / 130AU),Chain necklace with a medium crystal with a Greek road,,Woman,Adult,,Woman,Chain necklace with crystal (C22 / JES / 130AU),new,,,,,,,,g,,,,,active
3558,Black moon bracelet (B21 / KOR / 14 / 1AU 280),<p>Bracelet made of black onyx with an elastic band. Minimum length 22 cm. Moon pendant hand-made with crystals.</p>,Colibra,Apparel & Accessories > Jewelry > Bracelets,Bracelets,Bracelets,TRUE,Title,Black moon bracelet (B21 / KOR / 14 / 1AU 280),,,,,5900601309302,0.0,,100,deny,manual,25.49,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3558/69236-Bransoletka-czarna-ksiezyc-B21KOR141AU-280-3558-B21/KOR/14/1AU 280.jpg,1,Black moon bracelet (B21 / KOR / 14 / 1AU 280),FALSE,Black moon bracelet (B21 / KOR / 14 / 1AU 280),Bracelet made of black onyx with an elastic band. Minimum length 22 cm. Moon pendant hand-made with crystals.,,Woman,Adult,,Woman,Black moon bracelet (B21 / KOR / 14 / 1AU 280),new,,,,,,,https://drop.seltu.pl/images/colibra/3558/69236-Bransoletka-czarna-ksiezyc-B21KOR141AU-280-3558-B21/KOR/14/1AU 280.jpg,g,,,,,active
3919,Onyx necklace with pendant (c22 / jes / 111au),<p>Onyx necklace with a pendant in the form of a rock crystal</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Onyx necklace with pendant (c22 / jes / 111au),,,,,5904238842737,0.0,,100,deny,manual,38.72,,TRUE,TRUE,,,1,Onyx necklace with pendant (c22 / jes / 111au),FALSE,Onyx necklace with pendant (c22 / jes / 111au),Onyx necklace with a pendant in the form of a rock crystal,,Woman,Adult,,Woman,Onyx necklace with pendant (c22 / jes / 111au),new,,,,,,,,g,,,,,active
3632,White ring with XL crystals (R22 / WIO / 71AU),"<p>Angular ring with white enamel, lined with crystals. Size 22 / XL</p>",Colibra,Apparel & Accessories > Jewelry > Rings,Rings,Rings,TRUE,Title,White ring with XL crystals (R22 / WIO / 71AU),,,,,5904238840023,0.0,,100,deny,manual,17.65,,TRUE,TRUE,,,1,White ring with XL crystals (R22 / WIO / 71AU),FALSE,White ring with XL crystals (R22 / WIO / 71AU),"Angular ring with white enamel, lined with crystals. Size 22 / XL",,Woman,Adult,,Woman,White ring with XL crystals (R22 / WIO / 71AU),new,,,,,,,,g,,,,,active
3663,Pink ring with M crystals (R22 / WIO / 71AU),"<p>Angular ring with pink enamel, lined with crystals. Size 15 / M</p>",Colibra,Apparel & Accessories > Jewelry > Rings,Rings,Rings,TRUE,Title,Pink ring with M crystals (R22 / WIO / 71AU),,,,,5904238840207,0.0,,100,deny,manual,17.65,,TRUE,TRUE,,,1,Pink ring with M crystals (R22 / WIO / 71AU),FALSE,Pink ring with M crystals (R22 / WIO / 71AU),"Angular ring with pink enamel, lined with crystals. Size 15 / M",,Woman,Adult,,Woman,Pink ring with M crystals (R22 / WIO / 71AU),new,,,,,,,,g,,,,,active
3764,Enamel chain coin bracelet (B22 / LAT / 52AU),<p>Bracelet with an enamel coin. 19 cm long chain without adjustment. Toggle clasp. Enamel chain.</p>,Colibra,Apparel & Accessories > Jewelry > Bracelets,Bracelets,Bracelets,TRUE,Title,Enamel chain coin bracelet (B22 / LAT / 52AU),,,,,5904238841099,0.0,,100,deny,manual,22.55,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3764/53614-Bransoletka-monetka-emalia-lancuch-B22LAT52AU-3764-B22/LAT/52AU.jpg,1,Enamel chain coin bracelet (B22 / LAT / 52AU),FALSE,Enamel chain coin bracelet (B22 / LAT / 52AU),Bracelet with an enamel coin. 19 cm long chain without adjustment. Toggle clasp. Enamel chain.,,Woman,Adult,,Woman,Enamel chain coin bracelet (B22 / LAT / 52AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3764/53614-Bransoletka-monetka-emalia-lancuch-B22LAT52AU-3764-B22/LAT/52AU.jpg,g,,,,,active
3764,Enamel chain coin bracelet (B22 / LAT / 52AU),<p>Bracelet with an enamel coin. 19 cm long chain without adjustment. Toggle clasp. Enamel chain.</p>,Colibra,Apparel & Accessories > Jewelry > Bracelets,Bracelets,Bracelets,TRUE,Title,Enamel chain coin bracelet (B22 / LAT / 52AU),,,,,5904238841099,0.0,,100,deny,manual,22.55,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3764/63528-Bransoletka-monetka-emalia-lancuch-B22LAT52AU-3764-B22/LAT/52AU.jpg,2,Enamel chain coin bracelet (B22 / LAT / 52AU),FALSE,Enamel chain coin bracelet (B22 / LAT / 52AU),Bracelet with an enamel coin. 19 cm long chain without adjustment. Toggle clasp. Enamel chain.,,Woman,Adult,,Woman,Enamel chain coin bracelet (B22 / LAT / 52AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3764/53614-Bransoletka-monetka-emalia-lancuch-B22LAT52AU-3764-B22/LAT/52AU.jpg,g,,,,,active
3875,Hexagonal chain (C22 / JES / 93AU),<p>A chain with small balls and a hexagonal pendant in the middle with a small crystal hanging. Chain length 48.0cm + 7.0cm adjustment. Hexagon diameter 2.5 cm.</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Hexagonal chain (C22 / JES / 93AU),,,,,5904238842140,0.0,,100,deny,manual,20.58,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3875/54639-Lancuszek-z-szesciokatem-C22JES93AU-3875-C22/JES/93AU.jpg,1,Hexagonal chain (C22 / JES / 93AU),FALSE,Hexagonal chain (C22 / JES / 93AU),A chain with small balls and a hexagonal pendant in the middle with a small crystal hanging. Chain length 48.0cm + 7.0cm adjustment. Hexagon diameter 2.5 cm.,,Woman,Adult,,Woman,Hexagonal chain (C22 / JES / 93AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3875/54639-Lancuszek-z-szesciokatem-C22JES93AU-3875-C22/JES/93AU.jpg,g,,,,,active
3875,Hexagonal chain (C22 / JES / 93AU),<p>A chain with small balls and a hexagonal pendant in the middle with a small crystal hanging. Chain length 48.0cm + 7.0cm adjustment. Hexagon diameter 2.5 cm.</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Hexagonal chain (C22 / JES / 93AU),,,,,5904238842140,0.0,,100,deny,manual,20.58,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3875/62192-Lancuszek-z-szesciokatem-C22JES93AU-3875-C22/JES/93AU.jpg,2,Hexagonal chain (C22 / JES / 93AU),FALSE,Hexagonal chain (C22 / JES / 93AU),A chain with small balls and a hexagonal pendant in the middle with a small crystal hanging. Chain length 48.0cm + 7.0cm adjustment. Hexagon diameter 2.5 cm.,,Woman,Adult,,Woman,Hexagonal chain (C22 / JES / 93AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3875/54639-Lancuszek-z-szesciokatem-C22JES93AU-3875-C22/JES/93AU.jpg,g,,,,,active
3524,Onyx necklace with a bulbous heart II (C21 / KOR / 68AU),"<p>Necklace made of black onyx on a chain with a total length of 45 cm on a toggle clasp. The part with the stones is 19 cm. A heart-shaped heart enameled in black and gold, 2.8 cm wide.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Onyx necklace with a bulbous heart II (C21 / KOR / 68AU),,,,,5900601309036,0.0,,100,deny,manual,35.29,,TRUE,TRUE,,,1,Onyx necklace with a bulbous heart II (C21 / KOR / 68AU),FALSE,Onyx necklace with a bulbous heart II (C21 / KOR / 68AU),"Necklace made of black onyx on a chain with a total length of 45 cm on a toggle clasp. The part with the stones is 19 cm. A heart-shaped heart enameled in black and gold, 2.8 cm wide.",,Woman,Adult,,Woman,Onyx necklace with a bulbous heart II (C21 / KOR / 68AU),new,,,,,,,,g,,,,,active
3618,Bracelet with a clover (B22 / WIO / 20AU),"<p>Bracelet with enameled clover, 16 cm long + 4 cm extension</p>",Colibra,Apparel & Accessories > Jewelry > Bracelets,Bracelets,Bracelets,TRUE,Title,Bracelet with a clover (B22 / WIO / 20AU),,,,,5900601311022,0.0,,100,deny,manual,16.66,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3618/50705-Bransoletka-z-koniczyna-B22WIO20AU-3618-B22/WIO/20AU.jpg,1,Bracelet with a clover (B22 / WIO / 20AU),FALSE,Bracelet with a clover (B22 / WIO / 20AU),"Bracelet with enameled clover, 16 cm long + 4 cm extension",,Woman,Adult,,Woman,Bracelet with a clover (B22 / WIO / 20AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3618/50705-Bransoletka-z-koniczyna-B22WIO20AU-3618-B22/WIO/20AU.jpg,g,,,,,active
3692,Back / front chain with butterflies (C22 / LAT / 27AU),"<p>Necklace with a chain on the neckline and back. Can be rotated and worn freely. Perfect for special occasions, wedding jewelry.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Back / front chain with butterflies (C22 / LAT / 27AU),,,,,5904238840597,0.0,,100,deny,manual,33.82,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3692/53147-Lancuszek-tylprzod-z-motylkami-C22LAT27AU-3692-C22/LAT/27AU.jpg,1,Back / front chain with butterflies (C22 / LAT / 27AU),FALSE,Back / front chain with butterflies (C22 / LAT / 27AU),"Necklace with a chain on the neckline and back. Can be rotated and worn freely. Perfect for special occasions, wedding jewelry.",,Woman,Adult,,Woman,Back / front chain with butterflies (C22 / LAT / 27AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3692/53147-Lancuszek-tylprzod-z-motylkami-C22LAT27AU-3692-C22/LAT/27AU.jpg,g,,,,,active
3692,Back / front chain with butterflies (C22 / LAT / 27AU),"<p>Necklace with a chain on the neckline and back. Can be rotated and worn freely. Perfect for special occasions, wedding jewelry.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Back / front chain with butterflies (C22 / LAT / 27AU),,,,,5904238840597,0.0,,100,deny,manual,33.82,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3692/53164-Lancuszek-tylprzod-z-motylkami-C22LAT27AU-3692-C22/LAT/27AU.jpg,2,Back / front chain with butterflies (C22 / LAT / 27AU),FALSE,Back / front chain with butterflies (C22 / LAT / 27AU),"Necklace with a chain on the neckline and back. Can be rotated and worn freely. Perfect for special occasions, wedding jewelry.",,Woman,Adult,,Woman,Back / front chain with butterflies (C22 / LAT / 27AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3692/53147-Lancuszek-tylprzod-z-motylkami-C22LAT27AU-3692-C22/LAT/27AU.jpg,g,,,,,active
3692,Back / front chain with butterflies (C22 / LAT / 27AU),"<p>Necklace with a chain on the neckline and back. Can be rotated and worn freely. Perfect for special occasions, wedding jewelry.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Back / front chain with butterflies (C22 / LAT / 27AU),,,,,5904238840597,0.0,,100,deny,manual,33.82,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3692/70822-Lancuszek-tylprzod-z-motylkami-C22LAT27AU-3692-C22/LAT/27AU.jpg,4,Back / front chain with butterflies (C22 / LAT / 27AU),FALSE,Back / front chain with butterflies (C22 / LAT / 27AU),"Necklace with a chain on the neckline and back. Can be rotated and worn freely. Perfect for special occasions, wedding jewelry.",,Woman,Adult,,Woman,Back / front chain with butterflies (C22 / LAT / 27AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3692/53147-Lancuszek-tylprzod-z-motylkami-C22LAT27AU-3692-C22/LAT/27AU.jpg,g,,,,,active
3567,Tree of happiness earrings (P21 / ZIM / 27AU),<p>5 cm long earrings. A beautiful tree of happiness with Swarovski or Preciosa crystals.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Tree of happiness earrings (P21 / ZIM / 27AU),,,,,5900601309920,0.0,,100,deny,manual,16.64,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/3567/68602-Kolczyki-drzewko-szczescia-P21ZIM27AU-3567-P21/ZIM/27AU.jpg,1,Tree of happiness earrings (P21 / ZIM / 27AU),FALSE,Tree of happiness earrings (P21 / ZIM / 27AU),5 cm long earrings. A beautiful tree of happiness with Swarovski or Preciosa crystals.,,Woman,Adult,,Woman,Tree of happiness earrings (P21 / ZIM / 27AU),new,,,,,,,https://drop.seltu.pl/images/colibra/3567/68602-Kolczyki-drzewko-szczescia-P21ZIM27AU-3567-P21/ZIM/27AU.jpg,g,,,,,active
1890,Butterfly earrings in flight (P21 / WIO / 14AU),<p>Earrings with beautiful butterflies on chains from the spring 2021 collection. The total length of the earring is 8 cm. Butterfly width 5cm.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Butterfly earrings in flight (P21 / WIO / 14AU),,,,,5900601288201,0.0,,100,deny,manual,20.1,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1890/64332-Kolczyki-motyle-w-locie-P21WIO14AU-1890-P21/WIO/14AU.jpg,1,Butterfly earrings in flight (P21 / WIO / 14AU),FALSE,Butterfly earrings in flight (P21 / WIO / 14AU),Earrings with beautiful butterflies on chains from the spring 2021 collection. The total length of the earring is 8 cm. Butterfly width 5cm.,,Woman,Adult,,Woman,Butterfly earrings in flight (P21 / WIO / 14AU),new,,,,,,,https://drop.seltu.pl/images/colibra/1890/64332-Kolczyki-motyle-w-locie-P21WIO14AU-1890-P21/WIO/14AU.jpg,g,,,,,active
